Wind speed,Wind is from,Ground roughtness,Cloud cover,Air themperature,Humidity,Puddle Diameter (meters),Puddle volume (cubic meters),Chemical,Mesurement Heigth,Chemical state,Building,Building surrounding,Initial Puddle Temperature,Type of Puddle,red distance (km),R complement,orange distance,O complement,yellow distance,Y complement,Red Vertical distane,Yellow Vertical distane,Orange Vertical distane,Red Horizontal distane,Yellow Horizontal distane,Orange Horizontal distane,Origin
4.0,NE,open country,2.0,25.0,85.0,59.73,516.07,Methanol,3,Liquid,Enclosed office,,25.0,Burning Puddle,,10.0 kW/(sq m),,5.0 kW/(sq m),,2.0 kW/(sq m),0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,ESE,Urban or forest,4.0,23.0,77.0,73.83,852.58,Methanol,3,Liquid,Double storied,Sheltered,23.0,Burning Puddle,,10.0 kW/(sq m),,5.0 kW/(sq m),,2.0 kW/(sq m),0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,NNE,open country,0.0,28.0,85.0,59.32,430.96,Methanol,3,Liquid,Double storied,Unsheltered,28.0,Burning Puddle,,10.0 kW/(sq m),,5.0 kW/(sq m),,2.0 kW/(sq m),0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,NNE,open country,9.0,29.0,86.0,69.01,538.96,Methanol,3,Liquid,Single office,Unsheltered,29.0,Burning Puddle,,10.0 kW/(sq m),,5.0 kW/(sq m),,2.0 kW/(sq m),0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,NNE,Urban or forest,1.0,30.0,79.0,38.82,930.86,Methanol,3,Liquid,Single office,Sheltered,30.0,Burning Puddle,,10.0 kW/(sq m),,5.0 kW/(sq m),,2.0 kW/(sq m),0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,NE,open country,8.0,24.0,79.0,19.64,979.45,Methanol,3,Liquid,Double storied,Unsheltered,24.0,Burning Puddle,,10.0 kW/(sq m),,5.0 kW/(sq m),,2.0 kW/(sq m),0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,NNE,open country,2.0,33.0,79.0,27.33,869.65,Methanol,3,Liquid,Enclosed office,,33.0,Burning Puddle,,10.0 kW/(sq m),,5.0 kW/(sq m),,2.0 kW/(sq m),0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,ESE,open country,9.0,22.0,80.0,21.87,730.79,Methanol,3,Liquid,Single office,Unsheltered,22.0,Burning Puddle,,10.0 kW/(sq m),,5.0 kW/(sq m),,2.0 kW/(sq m),0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,ENE,open country,6.0,19.0,80.0,29.65,666.68,Methanol,3,Liquid,Single office,Sheltered,19.0,Burning Puddle,,10.0 kW/(sq m),,5.0 kW/(sq m),,2.0 kW/(sq m),0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,ESE,open country,0.0,34.0,86.0,6.21,700.88,Methanol,3,Liquid,Single office,Sheltered,34.0,Burning Puddle,,10.0 kW/(sq m),,5.0 kW/(sq m),,2.0 kW/(sq m),0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,ESE,open country,6.0,19.0,84.0,7.07,647.96,Methanol,3,Liquid,Enclosed office,,19.0,Burning Puddle,,10.0 kW/(sq m),,5.0 kW/(sq m),,2.0 kW/(sq m),0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,NNE,open country,9.0,24.0,83.0,88.79,945.21,Methanol,3,Liquid,Single office,Sheltered,24.0,Burning Puddle,,10.0 kW/(sq m),,5.0 kW/(sq m),,2.0 kW/(sq m),0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,ESE,Urban or forest,1.0,30.0,82.0,16.59,657.41,Methanol,3,Liquid,Double storied,Unsheltered,30.0,Burning Puddle,,10.0 kW/(sq m),,5.0 kW/(sq m),,2.0 kW/(sq m),0.0,0.0,0.0,0.0,0.0,0.0,0.0
